year,month,index
1962,7,-2.47
1962,8,0.14
1962,9,-0.37
1962,10,0.41
1962,11,-0.23
1962,12,-1.32
1963,1,-2.12
1963,2,-0.96
1963,3,-0.43
1963,4,-1.35
1963,5,2.16
1963,6,-0.43
1963,7,-0.77
1963,8,-0.64
1963,9,1.79
1963,10,0.94
1963,11,-1.27
1963,12,-1.92
1964,1,-0.95
1964,2,-1.43
1964,3,-1.2
1964,4,0.36
1964,5,0.52
1964,6,1.29
1964,7,1.9
1964,8,-1.77
1964,9,0.2
1964,10,0.74
1964,11,-0.01
1964,12,-0.15
1965,1,-0.12
1965,2,-1.55
1965,3,-1.51
1965,4,0.72
1965,5,-0.62
1965,6,0.29
1965,7,0.32
1965,8,0.45
1965,9,0.37
1965,10,0.38
1965,11,-1.66
1965,12,1.37
1966,1,-1.74
1966,2,-1.39
1966,3,0.56
1966,4,-0.75
1966,5,0.22
1966,6,1.05
1966,7,0.32
1966,8,-1.76
1966,9,-0.45
1966,10,-0.68
1966,11,-0.04
1966,12,0.72
1967,1,-0.89
1967,2,0.19
1967,3,1.51
1967,4,0.18
1967,5,-0.99
1967,6,1.4
1967,7,0.41
1967,8,1.44
1967,9,0.93
1967,10,0.07
1967,11,0.6
1967,12,-0.45
1968,1,0.13
1968,2,-1.29
1968,3,0.4
1968,4,-1.08
1968,5,-1.76
1968,6,0.33
1968,7,-0.8
1968,8,-0.66
1968,9,-1.92
1968,10,-2.3
1968,11,-0.93
1968,12,-1.4
1969,1,-0.83
1969,2,-1.55
1969,3,-1.56
1969,4,1.53
1969,5,0.55
1969,6,0.55
1969,7,0.57
1969,8,-1.45
1969,9,2.07
1969,10,0.66
1969,11,-0.96
1969,12,-0.28
1970,1,-1.5
1970,2,0.64
1970,3,-0.96
1970,4,-1.3
1970,5,1.14
1970,6,1.55
1970,7,0.1
1970,8,0.1
1970,9,-0.09
1970,10,-0.92
1970,11,-0.6
1970,12,-1.2
1971,1,-1.13
1971,2,0.24
1971,3,-0.84
1971,4,-0.24
1971,5,0.5
1971,6,-1.57
1971,7,0.24
1971,8,1.55
1971,9,0.39
1971,10,0.58
1971,11,-0.2
1971,12,0.6
1972,1,0.27
1972,2,0.32
1972,3,0.72
1972,4,-0.22
1972,5,0.95
1972,6,0.88
1972,7,0.18
1972,8,1.32
1972,9,-0.12
1972,10,1.09
1972,11,0.54
1972,12,0.19
1973,1,0.04
1973,2,0.85
1973,3,0.3
1973,4,-0.54
1973,5,-0.44
1973,6,0.39
1973,7,0.57
1973,8,-0.06
1973,9,-0.3
1973,10,-1.24
1973,11,-0.93
1973,12,0.32
1974,1,1.34
1974,2,-0.14
1974,3,-0.03
1974,4,0.51
1974,5,-0.24
1974,6,-0.14
1974,7,-0.76
1974,8,-0.64
1974,9,0.82
1974,10,0.49
1974,11,-0.54
1974,12,1.5
1975,1,0.58
1975,2,-0.62
1975,3,-0.61
1975,4,-1.6
1975,5,-0.52
1975,6,-0.84
1975,7,1.55
1975,8,-0.26
1975,9,1.56
1975,10,-0.54
1975,11,0.41
1975,12,0
1976,1,-0.25
1976,2,0.93
1976,3,0.75
1976,4,0.26
1976,5,0.96
1976,6,0.8
1976,7,-0.32
1976,8,1.92
1976,9,-1.29
1976,10,-0.08
1976,11,0.17
1976,12,-1.6
1977,1,-1.04
1977,2,-0.49
1977,3,-0.81
1977,4,0.65
1977,5,-0.86
1977,6,-0.57
1977,7,-0.45
1977,8,-0.28
1977,9,0.37
1977,10,0.52
1977,11,-0.07
1977,12,-1
1978,1,0.66
1978,2,-2.2
1978,3,0.7
1978,4,-1.17
1978,5,1.08
1978,6,1.38
1978,7,-1.14
1978,8,0.64
1978,9,0.46
1978,10,1.93
1978,11,3.04
1978,12,-1.57
1979,1,-1.38
1979,2,-0.67
1979,3,0.78
1979,4,-1.71
1979,5,-1.03
1979,6,1.6
1979,7,0.83
1979,8,0.96
1979,9,1.01
1979,10,-0.3
1979,11,0.53
1979,12,1
1980,1,-0.75
1980,2,0.05
1980,3,-0.31
1980,4,1.29
1980,5,-1.5
1980,6,-0.37
1980,7,-0.42
1980,8,-2.24
1980,9,0.66
1980,10,-1.77
1980,11,-0.37
1980,12,0.78
1981,1,0.37
1981,2,0.92
1981,3,-1.19
1981,4,0.36
1981,5,0.2
1981,6,-0.45
1981,7,0.05
1981,8,0.39
1981,9,-1.45
1981,10,-1.35
1981,11,-0.38
1981,12,-0.02
1982,1,-0.89
1982,2,1.15
1982,3,1.15
1982,4,0.1
1982,5,-0.53
1982,6,-1.63
1982,7,1.15
1982,8,0.26
1982,9,1.76
1982,10,-0.74
1982,11,1.6
1982,12,1.78
1983,1,1.59
1983,2,-0.53
1983,3,0.95
1983,4,-0.85
1983,5,-0.07
1983,6,0.99
1983,7,1.19
1983,8,1.61
1983,9,-1.12
1983,10,0.65
1983,11,-0.98
1983,12,0.29
1984,1,1.66
1984,2,0.72
1984,3,-0.37
1984,4,-0.28
1984,5,0.54
1984,6,-0.42
1984,7,-0.07
1984,8,1.15
1984,9,0.17
1984,10,-0.07
1984,11,-0.06
1984,12,0
1985,1,-1.61
1985,2,-0.49
1985,3,0.2
1985,4,0.32
1985,5,-0.49
1985,6,-0.8
1985,7,1.22
1985,8,-0.48
1985,9,-0.52
1985,10,0.9
1985,11,-0.67
1985,12,0.22
1986,1,1.11
1986,2,-1
1986,3,1.71
1986,4,-0.59
1986,5,0.85
1986,6,1.22
1986,7,0.12
1986,8,-1.09
1986,9,-1.12
1986,10,1.55
1986,11,2.29
1986,12,0.99
1987,1,-1.15
1987,2,-0.73
1987,3,0.14
1987,4,2
1987,5,0.98
1987,6,-1.82
1987,7,0.52
1987,8,-0.83
1987,9,-1.22
1987,10,0.14
1987,11,0.18
1987,12,0.32
1988,1,1.02
1988,2,0.76
1988,3,-0.17
1988,4,-1.17
1988,5,0.63
1988,6,0.88
1988,7,-0.35
1988,8,0.04
1988,9,-0.99
1988,10,-1.08
1988,11,-0.34
1988,12,0.61
1989,1,1.17
1989,2,2
1989,3,1.85
1989,4,0.28
1989,5,1.38
1989,6,-0.27
1989,7,0.97
1989,8,0.01
1989,9,2.05
1989,10,-0.03
1989,11,0.16
1989,12,-1.15
1990,1,1.04
1990,2,1.41
1990,3,1.46
1990,4,2
1990,5,-1.53
1990,6,-0.02
1990,7,0.53
1990,8,0.97
1990,9,1.06
1990,10,0.23
1990,11,-0.24
1990,12,0.22
1991,1,0.86
1991,2,1.04
1991,3,-0.2
1991,4,0.29
1991,5,0.08
1991,6,-0.82
1991,7,-0.49
1991,8,1.23
1991,9,0.48
1991,10,-0.19
1991,11,0.48
1991,12,0.46
1992,1,-0.13
1992,2,1.07
1992,3,0.87
1992,4,1.86
1992,5,2.63
1992,6,0.2
1992,7,0.16
1992,8,0.85
1992,9,-0.44
1992,10,-1.76
1992,11,1.19
1992,12,0.47
1993,1,1.6
1993,2,0.5
1993,3,0.67
1993,4,0.97
1993,5,-0.78
1993,6,-0.59
1993,7,-3.18
1993,8,0.12
1993,9,-0.57
1993,10,-0.71
1993,11,2.56
1993,12,1.56
1994,1,1.04
1994,2,0.46
1994,3,1.26
1994,4,1.14
1994,5,-0.57
1994,6,1.52
1994,7,1.31
1994,8,0.38
1994,9,-1.32
1994,10,-0.97
1994,11,0.64
1994,12,2.02
1995,1,0.93
1995,2,1.14
1995,3,1.25
1995,4,-0.85
1995,5,-1.49
1995,6,0.13
1995,7,-0.22
1995,8,0.69
1995,9,0.31
1995,10,0.19
1995,11,-1.38
1995,12,-1.67
1996,1,-0.12
1996,2,-0.07
1996,3,-0.24
1996,4,-0.17
1996,5,-1.06
1996,6,0.56
1996,7,0.67
1996,8,1.02
1996,9,-0.86
1996,10,-0.33
1996,11,-0.56
1996,12,-1.41
1997,1,-0.49
1997,2,1.7
1997,3,1.46
1997,4,-1.02
1997,5,-0.28
1997,6,-1.47
1997,7,0.34
1997,8,0.83
1997,9,0.61
1997,10,-1.7
1997,11,-0.9
1997,12,-0.96
1998,1,0.39
1998,2,-0.11
1998,3,0.87
1998,4,-0.68
1998,5,-1.32
1998,6,-2.72
1998,7,-0.48
1998,8,-0.02
1998,9,-2
1998,10,-0.29
1998,11,-0.28
1998,12,0.87
1999,1,0.77
1999,2,0.29
1999,3,0.23
1999,4,-0.95
1999,5,0.92
1999,6,1.12
1999,7,-0.9
1999,8,0.39
1999,9,0.36
1999,10,0.2
1999,11,0.65
1999,12,1.61
2000,1,0.6
2000,2,1.7
2000,3,0.77
2000,4,-0.03
2000,5,1.58
2000,6,-0.03
2000,7,-1.03
2000,8,-0.29
2000,9,-0.21
2000,10,0.92
2000,11,-0.92
2000,12,-0.58
2001,1,0.25
2001,2,0.45
2001,3,-1.26
2001,4,0
2001,5,-0.02
2001,6,-0.2
2001,7,-0.25
2001,8,-0.07
2001,9,-0.65
2001,10,-0.24
2001,11,0.63
2001,12,-0.83
2002,1,0.44
2002,2,1.1
2002,3,0.69
2002,4,1.18
2002,5,-0.22
2002,6,0.38
2002,7,0.62
2002,8,0.38
2002,9,-0.7
2002,10,-2.28
2002,11,-0.18
2002,12,-0.94
2003,1,0.16
2003,2,0.62
2003,3,0.32
2003,4,-0.18
2003,5,0.01
2003,6,-0.07
2003,7,0.13
2003,8,-0.07
2003,9,0.01
2003,10,-1.26
2003,11,0.86
2003,12,0.64
2004,1,-0.29
2004,2,-0.14
2004,3,1.02
2004,4,1.15
2004,5,0.19
2004,6,-0.89
2004,7,1.13
2004,8,-0.48
2004,9,0.38
2004,10,-1.1
2004,11,0.73
2004,12,1.21
2005,1,1.52
2005,2,-0.06
2005,3,-1.83
2005,4,-0.3
2005,5,-1.25
2005,6,-0.05
2005,7,-0.51
2005,8,0.37
2005,9,0.63
2005,10,-0.98
2005,11,-0.31
2005,12,-0.44
2006,1,1.2651
2006,2,-0.51059
2006,3,-1.2779
2006,4,1.2353
2006,5,-1.1444
2006,6,0.84123
2006,7,0.90244
2006,8,-1.7264
2006,9,-1.6219
2006,10,-2.2439
2006,11,0.43681
2006,12,1.3366
2007,1,0.22265
2007,2,-0.47004
2007,3,1.4425
2007,4,0.16942
2007,5,0.66381
2007,6,-1.3064
2007,7,-0.57942
2007,8,-0.139
2007,9,0.72127
2007,10,0.44653
2007,11,0.57559
2007,12,0.34358
2008,1,0.89011
2008,2,0.73461
2008,3,0.076088
2008,4,-1.0655
2008,5,-1.728
2008,6,-1.3895
2008,7,-1.2741
2008,8,-1.1602
2008,9,1.0169
2008,10,-0.043356
2008,11,-0.31995
2008,12,-0.27655
2009,1,-0.0074816
2009,2,0.056526
2009,3,0.5723
2009,4,-0.20439
2009,5,1.6827
2009,6,-1.2074
2009,7,-2.1529
2009,8,-0.19385
2009,9,1.5089
2009,10,-1.0322
2009,11,-0.024814
2009,12,-1.9257
2010,1,-1.1086
2010,2,-1.9845
2010,3,-0.88312
2010,4,-0.71995
2010,5,-1.487
2010,6,-0.81597
2010,7,-0.42496
2010,8,-1.2227
2010,9,-0.79482
2010,10,-0.9283
2010,11,-1.6158
2010,12,-1.8472
2011,1,-0.87685
2011,2,0.70124
2011,3,0.6129
2011,4,2.4775
2011,5,-0.062273
2011,6,-1.2795
2011,7,-1.5122
2011,8,-1.3475
2011,9,0.53603
2011,10,0.39353
2011,11,1.3602
2011,12,2.5213
2012,1,1.1739
2012,2,0.4201
2012,3,1.2655
2012,4,0.47098
2012,5,-0.90683
2012,6,-2.5309
2012,7,-1.3215
2012,8,-0.98321
2012,9,-0.58608
2012,10,-2.062
2012,11,-0.5782
2012,12,0.17064
2013,1,0.3453
2013,2,-0.45306
2013,3,-1.6119
2013,4,0.687
2013,5,0.56906
2013,6,0.52076
2013,7,0.67216
2013,8,0.97019
2013,9,0.2406
2013,10,-1.2801
2013,11,0.90082
2013,12,0.94566
2014,1,0.29026
2014,2,1.3352
2014,3,0.79827
2014,4,0.30522
2014,5,-0.9225
2014,6,-0.97006
2014,7,0.17539
2014,8,-1.6815
2014,9,1.6163
2014,10,-1.2706
2014,11,0.67797
2014,12,1.8575
2015,1,1.7887
2015,2,1.3228
2015,3,1.4497
2015,4,0.72535
2015,5,0.14552
2015,6,-0.066822
2015,7,-3.179
2015,8,-0.76036
2015,9,-0.64846
2015,10,0.43723
2015,11,1.7438
2015,12,2.2436
2016,1,0.11652
2016,2,1.5803
2016,3,0.7344
2016,4,0.37514
2016,5,-0.77358
2016,6,-0.43251
2016,7,-1.7603
2016,8,-1.6453
2016,9,0.61096
2016,10,0.41125
2016,11,-0.16366
2016,12,0.47833
2017,1,0.47824
2017,2,1.0048
2017,3,0.73702
2017,4,1.7325
2017,5,-1.911
2017,6,0.045036
2017,7,1.2556
2017,8,-1.0977
2017,9,-0.61273
2017,10,0.18594
2017,11,-0.0048984
2017,12,0.88158
2018,1,1.4423
2018,2,1.5778
2018,3,-0.9269
2018,4,1.2411
2018,5,2.1208
2018,6,1.088
2018,7,1.3893
2018,8,1.967
2018,9,1.6736
2018,10,0.93453
2018,11,-0.11126
2018,12,0.61156
2019,1,0.59202
2019,2,0.29141
2019,3,1.2321
